Class,Spec,Role,RowIndex,ButtonLabel,TalentString,ImagePath,URL
Evoker,Devastation,dps,9,Copy Council,CsbBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAgZmZgZYGMwADTjZmpZmZWmhZmZGzMzAmZMzYmZbmZgBGDWgFGNAkZQwGGYmBzA,Images/box_images/evoker_devastation_09.png,https://www.wowhead.com/guide/classes/evoker/devastation/talent-builds-pve-dps
Evoker,Devastation,dps,10,Copy Delves,CsbBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAgZmZgZYGMwADTjZmpZmZWmhZmZGzMzAmZMzYmZbmZgBGDWgFGNAkZQwGGYmBzA,Images/box_images/evoker_devastation_10.png,https://www.wowhead.com/guide/classes/evoker/devastation/talent-builds-pve-dps
Evoker,Preservation,healer,1,Copy Raid,CwbBAAAAAAAAAAAAAAAAAAAAAAAAAAAYmZ2WmHAzYmxsYMzMzyAAAYGzYGMmRmBAAAgZmZyMzMzDMbjZAwMmBWALAYCZD2gBwMD,Images/box_images/evoker_preservation_01.png,https://www.wowhead.com/guide/classes/evoker/preservation/talent-builds-pve-healer
Evoker,Preservation,healer,2,Copy Mythic+,CwbBAAAAAAAAAAAAAAAAAAAAAAAAAAAmZmZ2MwwMzDMLmxMsNAAAmxMmBjZkZmBAAAYmZmMmZmHYMmBAGzALgFwMMhsxYzwAAA,Images/box_images/evoker_preservation_02.png,https://www.wowhead.com/guide/classes/evoker/preservation/talent-builds-pve-healer
Evoker,Preservation,healer,3,Copy Delves,[=talent-build-13096,Images/box_images/evoker_preservation_03.png,https://www.wowhead.com/guide/classes/evoker/preservation/talent-builds-pve-healer
Evoker,Preservation,healer,4,Copy Raid,CwbBAAAAAAAAAAAAAAAAAAAAAAAAAAAYmZ2WGYGzMPwsYMzMzyAAAYGzYGMmRmBAAAgZmZyMzMzDMbjZAwAjZAwADN0AWgxMDA,Images/box_images/evoker_preservation_04.png,https://www.wowhead.com/guide/classes/evoker/preservation/talent-builds-pve-healer
Evoker,Preservation,healer,5,Copy Mythic+,CwbBAAAAAAAAAAAAAAAAAAAAAAAAAAAmZmZ2MwwMzDMLmZmhNAAAmhxMYMjMzMAAAgtZmZyYmZmxYGAAGzAgBGaoBjFYMzAA,Images/box_images/evoker_preservation_05.png,https://www.wowhead.com/guide/classes/evoker/preservation/talent-builds-pve-healer
Evoker,Preservation,healer,6,Copy Delves,CwbBAAAAAAAAAAAAAAAAAAAAAAAAAAAmZmZ2MwYmZGMzMDbAAAYYMDGzIzMDAAAYZmZmMGzMjZmBAgxMAAMjGawYBGzMAD,Images/box_images/evoker_preservation_06.png,https://www.wowhead.com/guide/classes/evoker/preservation/talent-builds-pve-healer
Evoker,Augmentation,dps,1,Copy ST,CEcBAAAAAAAAAAAAAAAAAAAAAMmxMbzMzMWGMzYGjhZ2AAAAAgBAAzMgBD1YmZGAAAAMjZMmZ2GzMwMbGYMDAGYwQjYBzMmZAM,Images/box_images/evoker_augmentation_01.png,https://www.wowhead.com/guide/classes/evoker/augmentation/talent-builds-pve-dps
Evoker,Augmentation,dps,2,Copy Mythic+,CEcBAAAAAAAAAAAAAAAAAAAAAMmZmZbmZmhBmZZGjhZ2AAAAAAAAwMwMYoGzMzAAAAgZmZMmZMmZgZ2MwYGAMwghGxCmZmZGAD,Images/box_images/evoker_augmentation_02.png,https://www.wowhead.com/guide/classes/evoker/augmentation/talent-builds-pve-dps
Evoker,Augmentation,dps,3,Copy Cleave,CEcBAAAAAAAAAAAAAAAAAAAAAMmxMbzMzMWGYmlZMGmZDAAAAAGAAMzAGMUjZmZAAAAwMmxYmZbMzAzsZgxMAYgBDNiFMzYmBwA,Images/box_images/evoker_augmentation_03.png,https://www.wowhead.com/guide/classes/evoker/augmentation/talent-builds-pve-dps
Evoker,Augmentation,dps,4,Copy Council,CEcBAAAAAAAAAAAAAAAAAAAAAMmxMbzMzMWGYmlZMGmZDAAAAAGAAMzAGMUjZmZAAAAwMmxYmZbMzAzsZgxMAYgBDNiFMzYmBwA,Images/box_images/evoker_augmentation_04.png,https://www.wowhead.com/guide/classes/evoker/augmentation/talent-builds-pve-dps
Evoker,Augmentation,dps,5,Copy Delves,CEcBAAAAAAAAAAAAAAAAAAAAAMmZmZbmZmhBmZZGjhZ2AAAAAAAAwMwMYoGzMzAAAAgZmZMmZMmZgZ2MwYGAMwghGxCmZmZGAD,Images/box_images/evoker_augmentation_05.png,https://www.wowhead.com/guide/classes/evoker/augmentation/talent-builds-pve-dps
Evoker,Augmentation,dps,6,Copy ST,CEcBAAAAAAAAAAAAAAAAAAAAAMmxMbzMzMWGMzYGjhZ2AAAAAgBAAzMgBD1YmZGAAAAMjZMmZ2GzMwMbGwCYMMMAmJiNMzAzMwA,Images/box_images/evoker_augmentation_06.png,https://www.wowhead.com/guide/classes/evoker/augmentation/talent-builds-pve-dps
Evoker,Augmentation,dps,7,Copy Mythic+,CEcBAAAAAAAAAAAAAAAAAAAAAMmZmZbmZmhBmZZGjhZ2AAAAAAAAwMwMYoGzMzAAAAgZmZMmZMmZgZ2MgFwYYYAMTEbYmZwMDM,Images/box_images/evoker_augmentation_07.png,https://www.wowhead.com/guide/classes/evoker/augmentation/talent-builds-pve-dps
Evoker,Augmentation,dps,8,Copy Cleave,CEcBAAAAAAAAAAAAAAAAAAAAAMmxMbzMzMWGYmlZMGmZDAAAAAGAAMzAGMUjZmZAAAAwMmxYmZbMzAzsZALgxwwAYmI2wMDMzAD,Images/box_images/evoker_augmentation_08.png,https://www.wowhead.com/guide/classes/evoker/augmentation/talent-builds-pve-dps
Evoker,Augmentation,dps,9,Copy Council,CEcBAAAAAAAAAAAAAAAAAAAAAMmxMbzMzMWGYmlZMGmZDAAAAAGAAMzAGMUjZmZAAAAwMmxYmZbMzAzsZALgxwwAYmI2wMDMzAD,Images/box_images/evoker_augmentation_09.png,https://www.wowhead.com/guide/classes/evoker/augmentation/talent-builds-pve-dps
Evoker,Augmentation,dps,10,Copy Delves,CEcBAAAAAAAAAAAAAAAAAAAAAMmZmZbmZmhBmZZGjhZ2AAAAAAAAwMwMYoGzMzAAAAgZmZMmZMmZgZ2MgFwYYYAMTEbYmZwMDM,Images/box_images/evoker_augmentation_10.png,https://www.wowhead.com/guide/classes/evoker/augmentation/talent-builds-pve-dps
Hunter,Beast Mastery,dps,1,Copy Raid,C0PAAAAAAAAAAAAAAAAAAAAAAYzYgBAYYDyYBAAzw2YmlZGmxMDDzMGzMmZGzYGmZGzYGM0MAAAAAgZAAAYMzMYmBIgZBsB,Images/box_images/hunter_beast_mastery_01.png,https://www.wowhead.com/guide/classes/hunter/beast-mastery/talent-builds-pve-dps
Hunter,Beast Mastery,dps,2,Copy Mythic+,C0PAAAAAAAAAAAAAAAAAAAAAAYzsBGwAGAyYBAAzMWmZmFzwMjZYGzMGmxMzYGzwMzwYGWYaGAAAAAwMAAAMGzMMzAkNYWAbA,Images/box_images/hunter_beast_mastery_02.png,https://www.wowhead.com/guide/classes/hunter/beast-mastery/talent-builds-pve-dps
Hunter,Beast Mastery,dps,3,Copy Cleave,C0PAAAAAAAAAAAAAAAAAAAAAAYzsBGwAGAyYBAAzMWmZmFzwMjZYGzMGmxMzYGzwMzYGzghmBAAAAAMDAAAjZmBzMABMLgN,Images/box_images/hunter_beast_mastery_03.png,https://www.wowhead.com/guide/classes/hunter/beast-mastery/talent-builds-pve-dps
Hunter,Beast Mastery,dps,4,Copy Delves,C0PAAAAAAAAAAAAAAAAAAAAAAYzsBGwAGAyYBAAzMWmZmFzwMjZYGzMGmxMzMzYGmZGGzMw0MAAAAAgZAAAYMmBzMABLzsAA,Images/box_images/hunter_beast_mastery_04.png,https://www.wowhead.com/guide/classes/hunter/beast-mastery/talent-builds-pve-dps
Hunter,Beast Mastery,dps,5,Copy Raid,C0PAAAAAAAAAAAAAAAAAAAAAAAMGG2gFYGQDbAAYGz2YmtZGmxMDjhxMzMjZGzYGmZGzYGM0MAAAAAAAAAYMzMAzABMLgN,Images/box_images/hunter_beast_mastery_05.png,https://www.wowhead.com/guide/classes/hunter/beast-mastery/talent-builds-pve-dps
Hunter,Beast Mastery,dps,6,Copy Mythic+,C0PAAAAAAAAAAAAAAAAAAAAAAAMGG2gFYGQDbAAYGzyMzsZGmZmZGzMMmxMMzYGzwMzwYGWYaGAAAAAAAAAMGzMgZgsBzCYD,Images/box_images/hunter_beast_mastery_06.png,https://www.wowhead.com/guide/classes/hunter/beast-mastery/talent-builds-pve-dps
Hunter,Beast Mastery,dps,7,Copy Cleave,C0PAAAAAAAAAAAAAAAAAAAAAAAMGG2gFYGQDbAAYGzyMzsZGmZmZGzMMmxMMzYGzwMzYGzghmBAAAAAAAAAjZmBYGIgZBsB,Images/box_images/hunter_beast_mastery_07.png,https://www.wowhead.com/guide/classes/hunter/beast-mastery/talent-builds-pve-dps
Hunter,Beast Mastery,dps,8,Copy Delves,C0PAAAAAAAAAAAAAAAAAAAAAAAMGG2gFYGQDbAAYGzyMzsZGmZmZGzMMmxMMzMzYGmZGGzMw0MAAAAAAAAAYMmBYGIYZmFA,Images/box_images/hunter_beast_mastery_08.png,https://www.wowhead.com/guide/classes/hunter/beast-mastery/talent-builds-pve-dps
Hunter,Marksmanship,dps,1,Copy Raid,C4PAAAAAAAAAAAAAAAAAAAAAAwCMwwohBwMYDAAAAAAAAYGzYGmxMzYGMmmxYGz22mZmZYmZYmZZwsMYGAAAzMGAMTbMMAbD,Images/box_images/hunter_marksmanship_01.png,https://www.wowhead.com/guide/classes/hunter/marksmanship/talent-builds-pve-dps
Hunter,Marksmanship,dps,2,Copy Mythic+,C4PAAAAAAAAAAAAAAAAAAAAAAwCMwwohBwMYDAAAAAAAAYGzMzYbGzYMDGTzYMzYZbzMzMMzMMzsMGzywMDAAgxYAwoNwAsN,Images/box_images/hunter_marksmanship_02.png,https://www.wowhead.com/guide/classes/hunter/marksmanship/talent-builds-pve-dps
Hunter,Marksmanship,dps,3,Copy Soul Hunters,C4PAAAAAAAAAAAAAAAAAAAAAAwCMwwohBwMYDAAAAAAAAYGzMzwMmxYGMmGmZGz22mZmZYmZYGLDmlBzAAAMzMGAMTbgBYbA,Images/box_images/hunter_marksmanship_03.png,https://www.wowhead.com/guide/classes/hunter/marksmanship/talent-builds-pve-dps
Hunter,Marksmanship,dps,4,Copy Delves,C4PAAAAAAAAAAAAAAAAAAAAAAwCMwwohBwMYDAAAAAAAAYGzMzYbGzYMDGTzYMzMLbbmZmhZmhZsMGzygZAAAMGDAmpFwAsN,Images/box_images/hunter_marksmanship_04.png,https://www.wowhead.com/guide/classes/hunter/marksmanship/talent-builds-pve-dps
Hunter,Survival,dps,1,Copy Raid,C8PAAAAAAAAAAAAAAAAAAAAAAMWgBmxohBwMBbGzMjZmlBAAAAAAzYmZGMGzYgxkBAAAAAAMW2mZmFzMzYmZGAwAGGjZsB,Images/box_images/hunter_survival_01.png,https://www.wowhead.com/guide/classes/hunter/survival/talent-builds-pve-dps
Hunter,Survival,dps,2,Copy Mythic+,C8PAAAAAAAAAAAAAAAAAAAAAAMWgBmxohBwMBbzMzMjZmtZAAAAAAYGzMzYbGjZMwYyAAAAAGAALbzM2mxMjxMDAYAYMMzG,Images/box_images/hunter_survival_02.png,https://www.wowhead.com/guide/classes/hunter/survival/talent-builds-pve-dps
Hunter,Survival,dps,3,Copy Cleave,C8PAAAAAAAAAAAAAAAAAAAAAAwCMwMGNMAmJYzYmZMzsMAAAAAAYGzMzgxYGDMmMAAAAAAAW2mZmFzMzYmZGAwAmFjxMzG,Images/box_images/hunter_survival_03.png,https://www.wowhead.com/guide/classes/hunter/survival/talent-builds-pve-dps
Hunter,Survival,dps,4,Copy Council,C8PAAAAAAAAAAAAAAAAAAAAAAwCMwMGNMAmJYzYmZMzsMAAAAAAYGzMzgxYGDMmMAAAAAAAW2mZmFzMzYmZGAwAmFjxMzG,Images/box_images/hunter_survival_04.png,https://www.wowhead.com/guide/classes/hunter/survival/talent-builds-pve-dps
Hunter,Survival,dps,5,Copy Delves,C8PAAAAAAAAAAAAAAAAAAAAAAMWgBGGNAwMBbzMzMzMzsNPAAAAAAAzMzMzwMGzYMMmMAAAAgBAwy2MjtZMzgZGAYG2AjhZ2A,Images/box_images/hunter_survival_05.png,https://www.wowhead.com/guide/classes/hunter/survival/talent-builds-pve-dps
Hunter,Survival,dps,6,Copy Raid,C8PAAAAAAAAAAAAAAAAAAAAAAAMGAyGMDDNYxYmZmZsMAAAAAAYGzMzgxYGDMmMAAAAAAgxy2MzsYmZmZmZGAzsBYWMGzYD,Images/box_images/hunter_survival_06.png,https://www.wowhead.com/guide/classes/hunter/survival/talent-builds-pve-dps
Hunter,Survival,dps,7,Copy Mythic+,C8PAAAAAAAAAAAAAAAAAAAAAAAMmxwGBMDDNYxMzMzMzDsMAAAAAAYGzMzYzYMjBGTGAAAAwAAYZZm5B2MzMjZmZAwGAMGzMbA,Images/box_images/hunter_survival_07.png,https://www.wowhead.com/guide/classes/hunter/survival/talent-builds-pve-dps
Hunter,Survival,dps,8,Copy Cleave,C8PAAAAAAAAAAAAAAAAAAAAAAAMmxwCBMDDNYxYmZmZeglBAAAAAAzYmZGMGzYgxkBAAAAAAwy2MzsYmZGzMzAgNAzixYmZD,Images/box_images/hunter_survival_08.png,https://www.wowhead.com/guide/classes/hunter/survival/talent-builds-pve-dps
Hunter,Survival,dps,9,Copy Council,C8PAAAAAAAAAAAAAAAAAAAAAAAMmxwCBMDDNYxYmZmZeglBAAAAAAzYmZGMGzYgxkBAAAAAAwy2MzsYmZGzMzAgNAzixYmZD,Images/box_images/hunter_survival_09.png,https://www.wowhead.com/guide/classes/hunter/survival/talent-builds-pve-dps
Hunter,Survival,dps,10,Copy Delves,C8PAAAAAAAAAAAAAAAAAAAAAAAMmxwGBMDDNYZmZmZmZmt5BAAAAAAYmZmZGMGzYMMmMAAAAgBAwy2MjtZMzwMzAgNAYMMzG,Images/box_images/hunter_survival_10.png,https://www.wowhead.com/guide/classes/hunter/survival/talent-builds-pve-dps
Mage,Arcane,dps,1,Copy Raid,C4DAAAAAAAAAAAAAAAAAAAAAAYGGLzMzswMzQzwAAAwAAgAGzMLMTsAAAmZmZGbWmZmZZwYMzMzYhZmZMDAwAAAMzsAAmBAD,Images/box_images/mage_arcane_01.png,https://www.wowhead.com/guide/classes/mage/arcane/talent-builds-pve-dps
Mage,Arcane,dps,2,Copy Mythic+,C4DAAAAAAAAAAAAAAAAAAAAAAMzwYZmZmFMzQzMGAAAAAgAGzMLMTsAAwGmZmhNLzMzsMYMzMzMjFmxMPwMAADAAwMzCAYGAM,Images/box_images/mage_arcane_02.png,https://www.wowhead.com/guide/classes/mage/arcane/talent-builds-pve-dps
Mage,Arcane,dps,3,Copy Cleave,C4DAAAAAAAAAAAAAAAAAAAAAAYGGLzMzswMzQzwAAAwAAgAGzMLMTsAAAmZmZGbWmZmZZwYMzMzYhZmZMDAwAAAMzsAAmBAD,Images/box_images/mage_arcane_03.png,https://www.wowhead.com/guide/classes/mage/arcane/talent-builds-pve-dps
Mage,Arcane,dps,4,Copy Council,C4DAAAAAAAAAAAAAAAAAAAAAAYGGLzMzswMzQzwAAAwAAgAGzMLMTsAAAMzMDbWmZmZZwYmZmZGLMzMjZAAGAAgZmFAwMAYA,Images/box_images/mage_arcane_04.png,https://www.wowhead.com/guide/classes/mage/arcane/talent-builds-pve-dps
Mage,Arcane,dps,5,Copy Delves,C4DAAAAAAAAAAAAAAAAAAAAAAMzwYZmZmFMzQzMGAAAAAgAGzMLMTsAAwGmZmhNLzMzsMYMzMzMjFmxMPwMAADAAwMzCAYGAM,Images/box_images/mage_arcane_05.png,https://www.wowhead.com/guide/classes/mage/arcane/talent-builds-pve-dps
Mage,Arcane,dps,6,Copy Raid,C4DAAAAAAAAAAAAAAAAAAAAAAYGGLzMzswMzQzwAAAwAAMzklNzAAxGAAYmZmZsZZmZmlxYMmZGjFmZmxMAADAAwAMzAmBAD,Images/box_images/mage_arcane_06.png,https://www.wowhead.com/guide/classes/mage/arcane/talent-builds-pve-dps
Mage,Arcane,dps,7,Copy Mythic+,C4DAAAAAAAAAAAAAAAAAAAAAAMzwYZmZmFMzQzMGAAAAAmZmswMAQsBAwGmZmhNLzMzsMYMzMzMjFmxMPwMAADAAwAMzAmBAD,Images/box_images/mage_arcane_07.png,https://www.wowhead.com/guide/classes/mage/arcane/talent-builds-pve-dps
Mage,Arcane,dps,8,Copy Cleave,C4DAAAAAAAAAAAAAAAAAAAAAAYGGLzMzswMzQzwAAAwAAmZmswMAQsBAAmZmZGbWmZmZZwYMzMzYhZmZMDAwAAAMAzMgZAwA,Images/box_images/mage_arcane_08.png,https://www.wowhead.com/guide/classes/mage/arcane/talent-builds-pve-dps
Mage,Arcane,dps,9,Copy Council,C4DAAAAAAAAAAAAAAAAAAAAAAYGGLzMzswMzQzwAAAwAAmZmswMAQsBAAMzMDbWmZmZZwYmZmZGLMzMjZAAGAAgBYmBMDAG,Images/box_images/mage_arcane_09.png,https://www.wowhead.com/guide/classes/mage/arcane/talent-builds-pve-dps
Mage,Arcane,dps,10,Copy Delves,C4DAAAAAAAAAAAAAAAAAAAAAAMzwYZmZmFMzQzMGAAAAAmZmswMAQsBAwGmZmhNLzMzsMYMzMzMjFmxMPwMAADAAwAMzAmBAD,Images/box_images/mage_arcane_10.png,https://www.wowhead.com/guide/classes/mage/arcane/talent-builds-pve-dps
Mage,Fire,dps,1,Copy Raid,C8DAAAAAAAAAAAAAAAAAAAAAAYGYZmZmFmZIzMGAAAGAwMzklFzAAsZmxDsMMmZAAAAAAbmZmZGAAMmxMmZGzsMAYGCjxgZA,Images/box_images/mage_fire_01.png,https://www.wowhead.com/guide/classes/mage/fire/talent-builds-pve-dps
Mage,Fire,dps,2,Copy Mythic+,C8DAAAAAAAAAAAAAAAAAAAAAAMzALzMzsgZGZmxAAAwAAmZmssZGAgNzMsMzMzYWAAAAAgNzMzMPAAAmZYmZmZmZWAgZIMGDA,Images/box_images/mage_fire_02.png,https://www.wowhead.com/guide/classes/mage/fire/talent-builds-pve-dps
Mage,Fire,dps,3,Copy Cleave,C8DAAAAAAAAAAAAAAAAAAAAAAYGYZmZmFmZIzMGAAAGAwMzklFzAAsZmxDsMMmZAAAAAAbmZmZGAAMmxMmZmZmlBAzQYMGYA,Images/box_images/mage_fire_03.png,https://www.wowhead.com/guide/classes/mage/fire/talent-builds-pve-dps
Mage,Fire,dps,4,Copy Council,C8DAAAAAAAAAAAAAAAAAAAAAAMzALzMzsgZGZmxAAAwAAmZmssZGAgNzMsMzMzYWAAAAAgNzMzMPAAAmZYmZmZmZWAgZIMGDA,Images/box_images/mage_fire_04.png,https://www.wowhead.com/guide/classes/mage/fire/talent-builds-pve-dps
Mage,Fire,dps,5,Copy Delves,C8DAAAAAAAAAAAAAAAAAAAAAAMzALzMzsgZGZmxAAAwAAmZmssZGAgNzMzDsNzMzMWAAAAAgNzMzMPAAAmxYmZmxMzyAgZIMGgB,Images/box_images/mage_fire_05.png,https://www.wowhead.com/guide/classes/mage/fire/talent-builds-pve-dps
Mage,Fire,dps,6,Copy Raid,C8DAAAAAAAAAAAAAAAAAAAAAAYGYZmZmFmZIzMGAAAmZZGDbDIAAgFzMeglxMzMDAAAAAYzMzMzAAgxMmZMzMzsAMzACjxAA,Images/box_images/mage_fire_06.png,https://www.wowhead.com/guide/classes/mage/fire/talent-builds-pve-dps
Mage,Fire,dps,7,Copy Mythic+,C8DAAAAAAAAAAAAAAAAAAAAAAMzALzMzsgZGZmxAAAwMLzYYZABAAsYmxDsMmZmZWAAAAAgNzMzMPAAAGzYmxMzMzCwMDIMGDA,Images/box_images/mage_fire_07.png,https://www.wowhead.com/guide/classes/mage/fire/talent-builds-pve-dps
Mage,Fire,dps,8,Copy Cleave,C8DAAAAAAAAAAAAAAAAAAAAAAMzALzMzsgZGZmxAAAwMLzYYZABAAsYmxDsMmZmZWAAAAAgNzMzMPAAAGzYmxMzMzCwMDIMGDA,Images/box_images/mage_fire_08.png,https://www.wowhead.com/guide/classes/mage/fire/talent-builds-pve-dps
Mage,Fire,dps,9,Copy Council,C8DAAAAAAAAAAAAAAAAAAAAAAMzALzMzsgZGZmxAAAwMLzYYZABAAsYmxDsMmZmZWAAAAAgNzMzMPAAAGzYmxMzMzCwMDIMGDA,Images/box_images/mage_fire_09.png,https://www.wowhead.com/guide/classes/mage/fire/talent-builds-pve-dps
Mage,Fire,dps,10,Copy Delves,C8DAAAAAAAAAAAAAAAAAAAAAAMzALzMzsgZGZmxAAAwMLzYmZZWgAAAWMzM2mZmZmHYBAAAAA2MzMz8AAAYGjZmZmZmZBAgwYAA,Images/box_images/mage_fire_10.png,https://www.wowhead.com/guide/classes/mage/fire/talent-builds-pve-dps
Mage,Frost,dps,1,Copy Raid,CAEAAAAAAAAAAAAAAAAAAAAAAYGGLzYmFmZmYGmZMjZWMzMzMmZsMTmZZWAAAQLAAAAAAgNA22GzMzgZZGjZstAAAAMDGZMgBA,Images/box_images/mage_frost_01.png,https://www.wowhead.com/guide/classes/mage/frost/talent-builds-pve-dps
Mage,Frost,dps,2,Copy Mythic+,CAEAAAAAAAAAAAAAAAAAAAAAAYGGLzYmFmZmYGmZmZmZWMzMzMGjlZyMLzCAAAaBAAAAAAsAw22YmZGMbGzMzYDAAAYGMyYAA,Images/box_images/mage_frost_02.png,https://www.wowhead.com/guide/classes/mage/frost/talent-builds-pve-dps
Mage,Frost,dps,3,Copy Cleave,CAEAAAAAAAAAAAAAAAAAAAAAAYGGLzYmFmZmYGmZmZmZWMzMzMGjlZyMLzCAAAaBAAAAAAsAw22YmZGMbGzMzYDAAAYGMyYAA,Images/box_images/mage_frost_03.png,https://www.wowhead.com/guide/classes/mage/frost/talent-builds-pve-dps
Mage,Frost,dps,4,Copy Council,CAEAAAAAAAAAAAAAAAAAAAAAAYGGLzYmFmZmYGmZmZmZWMzMzMGjlZyMLzCAAAaBAAAAAAsAw22YmZGMbGzMzYDAAAYGMyYAA,Images/box_images/mage_frost_04.png,https://www.wowhead.com/guide/classes/mage/frost/talent-builds-pve-dps
Mage,Frost,dps,5,Copy Delves,CAEAAAAAAAAAAAAAAAAAAAAAAYGGLzYmFmZmYGmZmZmZWMzMzMGjlZyMLzCAAAaBAAAAAAsAw22YmZGMbGzMzYDAAAYGMyYAA,Images/box_images/mage_frost_05.png,https://www.wowhead.com/guide/classes/mage/frost/talent-builds-pve-dps
Mage,Frost,dps,6,Copy Raid,CAEAAAAAAAAAAAAAAAAAAAAAAYGGLzYmFmZmYGmZMjZWMzMzMjZAAAgZGsMz0GAAAAAAYDgttxMzMYWmxYGWAAAYmFgZiZADA,Images/box_images/mage_frost_06.png,https://www.wowhead.com/guide/classes/mage/frost/talent-builds-pve-dps
Mage,Frost,dps,7,Copy Mythic+,CAEAAAAAAAAAAAAAAAAAAAAAAYGGLzYmFmZmYGmZmZmZ2MzMzMMDAAAMzglZm2AAAAAAALAstNmZmBzmxYmxGAAAzsBMTGDAA,Images/box_images/mage_frost_07.png,https://www.wowhead.com/guide/classes/mage/frost/talent-builds-pve-dps
Mage,Frost,dps,8,Copy Cleave,CAEAAAAAAAAAAAAAAAAAAAAAAYGGLzYmFmZmYGmZmZmZ2MzMzMMDAAAMzglZm2AAAAAAALAstNmZmBzmxYmxGAAAzsBMTGDAA,Images/box_images/mage_frost_08.png,https://www.wowhead.com/guide/classes/mage/frost/talent-builds-pve-dps
Mage,Frost,dps,9,Copy Council,CAEAAAAAAAAAAAAAAAAAAAAAAYGGLzYmFmZmYGmZmZmZ2MzMzMMDAAAMzglZm2AAAAAAALAstNmZmBzmxYmxGAAAzsBMTGDAA,Images/box_images/mage_frost_09.png,https://www.wowhead.com/guide/classes/mage/frost/talent-builds-pve-dps
Mage,Frost,dps,10,Copy Delves,CAEAAAAAAAAAAAAAAAAAAAAAAYGGLzYmFmZmYGmZmZmZ2MzMzMMDAAAMzglZm2AAAAAAALAstNmZmBzmxYmxGAAAzsBMTGDAA,Images/box_images/mage_frost_10.png,https://www.wowhead.com/guide/classes/mage/frost/talent-builds-pve-dps
Monk,Brewmaster,tank,1,Copy Standard Raid,CwQAAAAAAAAAAAAAAAAAAAAAAAAAAgZbzYGPwYWM2mxMDAAAAAAALLYEmBmhBzgZmZGmlhZMzywymltZZYWAAgNEAAAbzSzMzsYGWAMw0YAAA,Images/box_images/monk_brewmaster_01.png,https://www.wowhead.com/guide/classes/monk/brewmaster/talent-builds-pve-tank
Monk,Brewmaster,tank,2,Copy Advanced Raid,CwQAAAAAAAAAAAAAAAAAAAAAAAAAAwMbbGzYGzyM2wMDAAAAAAALLYEmBmhBzgZmZGmlhZMzyw2mttxwsBAAbIAAAMLNzMziZYDwMYaMAAA,Images/box_images/monk_brewmaster_02.png,https://www.wowhead.com/guide/classes/monk/brewmaster/talent-builds-pve-tank
Monk,Brewmaster,tank,3,Copy Cleave,CwQAAAAAAAAAAAAAAAAAAAAAAAAAAwMbbGzYGzyM2wMDAAAAAAALLYEmBmhBzgZmZGmlhZMzyw2mttxwsBAAbIAAAMLNzMziZYDwMYaMAAA,Images/box_images/monk_brewmaster_03.png,https://www.wowhead.com/guide/classes/monk/brewmaster/talent-builds-pve-tank
Monk,Brewmaster,tank,4,Copy Council,CwQAAAAAAAAAAAAAAAAAAAAAAAAAAgZbzYGPwYWM2mxMDAAAAAAALLYEmBmhBzgZmZGmlhZMzywymltZZYWAAgNEAAAbzSzMzsYGWAMw0YAAA,Images/box_images/monk_brewmaster_04.png,https://www.wowhead.com/guide/classes/monk/brewmaster/talent-builds-pve-tank
Monk,Brewmaster,tank,5,Copy Mythic+,CwQAAAAAAAAAAAAAAAAAAAAAAAAAAgZZzYGzwyM2MmZAAAAAAAYZBmwMwMMYGMzMzYmFMjZWG22ssNbzYWAAgNEAAAbzSzMzsZG2AMw0AAAA,Images/box_images/monk_brewmaster_05.png,https://www.wowhead.com/guide/classes/monk/brewmaster/talent-builds-pve-tank
Monk,Brewmaster,tank,6,Copy Delves,CwQAAAAAAAAAAAAAAAAAAAAAAAAAAgZZzYGzwix2MmZAAAAAAAYZBEzMwMMYGMzMzYmthZMzCW2ssNbDzGAAshAAAws0MzMLmhNAzgpxAGAA,Images/box_images/monk_brewmaster_06.png,https://www.wowhead.com/guide/classes/monk/brewmaster/talent-builds-pve-tank
Monk,Brewmaster,tank,7,Copy Legacy,CwQAAAAAAAAAAAAAAAAAAAAAAAAAAwMLbGzYGWmxGmZMAAAAAAAWAxMDMMjFzgZmZGzYYmZmFssZbbMjZDAA2QAAAYWamZmNzwGgZw0YAAA,Images/box_images/monk_brewmaster_07.png,https://www.wowhead.com/guide/classes/monk/brewmaster/talent-builds-pve-tank
Monk,Brewmaster,tank,8,Copy Standard Raid,CwQAAAAAAAAAAAAAAAAAAAAAAAAAAgZbzYGPwYWM2mxMDAAAAAAALLYEmBmhBzgZmZGmlhZMzywymltZZYWAAglZZaZMWGAAIAzwCMDw0YAAA,Images/box_images/monk_brewmaster_08.png,https://www.wowhead.com/guide/classes/monk/brewmaster/talent-builds-pve-tank
Monk,Brewmaster,tank,9,Copy Advanced Raid,CwQAAAAAAAAAAAAAAAAAAAAAAAAAAwMbbGzYGzyM2wMDAAAAAAALLYEmBmhBzgZmZGmlhZMzyw2mttxwsAAALzy0yYYAAgAMDbwMDYaMAAA,Images/box_images/monk_brewmaster_09.png,https://www.wowhead.com/guide/classes/monk/brewmaster/talent-builds-pve-tank
